userId,content,boughtTime,voteCount,replyCount,starStep,creationTime,referenceName
21653549250,第一次用vivo，用了这几天下来感觉使用非常流畅，橘子系统确实丝滑。相机是真让我惊艳，电池续航更是超乎意料，不是重度使用的话两天一充都可以。使用体验真的没话说，买首发没失望！推荐给正在犹豫的朋友们！,2024-10-15 02:33:43,20,1,5,2024-10-28 12:35:47,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21570549622,首发入了个X200Pro，宝石蓝太好看了，送的赠品也多。内存大，存东西也方便，不担心不够用。长焦YYDS，ai算法加持，10倍也清晰。新的系统用起来很流畅。,2024-10-14 22:26:35,20,7,5,2024-10-16 21:31:01,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21647217560,一直有关注这款手机，纠结犹豫后买了宝蓝色，外观惊艳到我了，机身轻薄，蓝色高端大气上档次，配备蔡司超级长焦，画面清晰明亮，电池续航能力也不错，运行也流畅，各种应用几乎秒开，是性价比很高的一款手机。,2024-10-18 19:15:46,26,3,5,2024-10-27 12:05:11,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21570789742,颜值非常高！性能与颜值并存，拍照真的很不错，系统很流畅，手握感很好镜头不硌手，就是很容易沾指纹和灰尘，白色真的超级好看！,2024-10-14 21:00:12,16,5,5,2024-10-16 22:12:53,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21569763357,vivo X200 Pro，续航持久，两天一充无压力，屏幕护眼，全屏调光绝对好评，超声波指纹解锁快，今年联发科也是超强发挥，性能爆表！,2024-10-14 21:00:16,9,3,5,2024-10-16 19:24:59,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21647395123,蓝色的亮面玻璃看起来很漂亮，特别是反光的时候，这个外观设计还是用心了的，有一点沾指纹，不过还好，看起来和镜面一样，很有质感！,2024-10-24 08:20:35,19,3,5,2024-10-27 12:44:11,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21563729178,"外形外观：等深四微曲手感握持太舒服了
拍照效果：拍照依旧顶级，人像视频进一步增强
待机时间：续航极客湾排名第一名不虚传",2024-10-14 21:00:16,11,8,5,2024-10-15 19:04:59,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21570133787,X200P全新的机身设计手感好了不少，重量也比上一代轻了好多，橘子5系统非常流畅，原子岛功能真的太好用了，还要影像水平又达到了新的巅峰，特别是视频拍摄比肩iPhone了！,2024-10-14 22:20:10,14,6,5,2024-10-16 20:22:16,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21651719681,第一次用安卓机，摸索了几天，系统确实很流畅，拍照是我买这个机子主要原因，人像效果很满意。,2024-10-14 21:36:26,12,1,5,2024-10-28 08:59:54,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21650175221,冲着拍照功能买的，非常满意，拍人好看，拍动物清晰，色彩鲜艳，手机自带了壳和贴膜，省事。,2024-10-20 22:40:21,14,1,5,2024-10-27 21:45:00,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
