userId,content,boughtTime,voteCount,replyCount,starStep,creationTime,referenceName
22390221036,此用户未填写评价内容,2025-02-03 18:56:43,0,0,5,2025-02-17 11:31:44,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22385252109,此用户未填写评价内容,2025-01-02 15:15:14,0,0,5,2025-02-16 02:27:55,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22371052940,用了8天体验下来很好，色彩、续航都很满意，9小时只用了15%的电量两天充一次电，拍照也很牛，vivo售后服务直得信耐。,2025-02-04 08:53:03,1,1,5,2025-02-12 16:53:08,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22370721170,从苹果换成Gigi，就是看中了他的摄像头。过两天也正好去看演唱会，就派上用场啦。日常使用都很不错，爱了爱了！,2025-02-05 14:07:27,0,1,5,2025-02-12 15:50:06,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22370013239,此用户未填写评价内容,2025-02-11 07:25:51,0,0,5,2025-02-12 12:48:17,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22368422343,"vivo大厂风范！产品做工精细！用料考究！系统流畅！
选京东自营商品：放心，省心！",2025-02-10 16:40:55,0,1,5,2025-02-12 02:10:20,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22367017351,目前使用起来拍张挺清晰的，使用起来系统流畅。我买它就是用来拍照，目前还没有正常使用卡都没装，~给了朋友买了一台promini，还有个朋友再纠结,2025-01-27 10:03:29,1,1,5,2025-02-11 18:28:29,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22365678053,此用户未及时填写评价内容，系统默认评价！,2024-12-09 08:51:48,0,0,5,2025-02-11 14:52:13,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22364752260,商品质量也太差了吧，出厂自带的软壳还能刮花航空级铝合边框，是不是产品本身就问题，手机设计前不是试过成千上万的检测吗？这么低的错误竟然发生在消费者身上，又不是消费者故意认为弄画的，手机是不是要带本送的软壳来保护机子？现在是被保护的软壳刮花了机身，这不是我的问题。希望能退款，我作为消费者使用起来很不用心，心里很不舒服！要消费者来买单，让我失眠睡不着觉,2025-02-06 16:15:15,0,1,1,2025-02-11 10:38:44,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22362340445,此用户未填写评价内容,2025-02-08 16:47:02,0,0,5,2025-02-10 17:51:35,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22362328008,商品质量超棒，完全超出了我的预期！价格实惠，用国家补贴性价比超高。主打一个拍照功能，人文街拍氛围感的神！,2025-01-20 12:48:37,0,1,5,2025-02-10 17:47:20,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22358887712,太满意了，拍照效果超好，每一张都是精图,2025-01-23 09:53:23,1,1,5,2025-02-09 21:12:03,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22357686122,正好该换手机了，新出的x200 pro 拍照效果太好了，金属边框很漂亮，镜头很大。,2025-01-20 20:28:22,0,1,5,2025-02-09 15:30:52,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22354821187,手机很棒，屏幕很清晰，电池也大，性能十分不错，拍照更是这个手机的王牌，随手一拍就是那种非常棒的感觉，孩子收到手很满意！,2025-01-31 23:47:25,0,0,5,2025-02-08 18:36:25,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22351601012,手机挺好用的，感觉挺丝滑的，外观也非常美观，游戏也不卡顿，这是真实感受，屏幕是曲屏，挺好看的，图标非常大气，值得购入！,2025-01-16 10:01:59,0,1,5,2025-02-07 22:30:13,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22351283755,国补减500，价格真香，拍照效果：长焦#的很！！！,2025-02-02 18:49:14,0,0,5,2025-02-07 20:45:13,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22350588044,此用户未填写评价内容,2025-02-06 13:28:38,0,0,5,2025-02-07 17:36:41,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22348430413,京东快递一天就到了  收到后立马拆开了  颜值还是非常不错的  很满意,2025-02-05 19:43:41,0,1,5,2025-02-07 09:28:49,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22348283141,"拍照效果：挺好，是我喜欢的机型
运行速度：快",2025-01-13 11:46:16,0,0,5,2025-02-07 08:29:48,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22348217909,好用，宝石蓝特别好看，是那种水凝一样的壳，拍照很清晰，很有性价比,2025-01-23 13:45:32,0,0,5,2025-02-07 07:42:14,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22348152562,手机收到了 非常好用,2025-02-03 12:29:26,0,1,5,2025-02-07 05:07:23,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22347722644,天玑9400真的很强，拍照打游戏毫无压力，温度也控制的很好，纯纯是六边形战士！兄弟们冲,2025-02-04 20:14:16,0,0,5,2025-02-06 22:14:41,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22347403306,蓝色很漂亮；手机比较沉；照相比较满意，没有特别需求足够用了；显示很细腻。苹果系统转来很快就适应。,2025-01-27 12:18:06,0,0,5,2025-02-06 20:23:56,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22344955172,vivo一如既往的好，60直接200port,2025-02-05 12:53:09,0,0,5,2025-02-06 10:47:16,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22344250231,此用户未填写评价内容,2025-02-03 20:22:05,0,0,5,2025-02-05 23:54:36,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22344031820,拍照很不错，国补很划算,2025-02-01 16:40:01,0,0,5,2025-02-05 21:54:19,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22341716844,此用户未及时填写评价内容，系统默认评价！,2024-11-16 17:44:26,0,0,5,2025-02-05 13:22:50,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22341514541,质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物超出预期，质量很好，做工精细，满意,2025-02-04 16:25:59,0,0,5,2025-02-05 12:20:29,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22340713934,一直用的这个品牌，每次出新款手机都能带来不一样的体验效果，手感很好，电池超耐用👍👍👍,2025-01-21 10:27:35,0,0,5,2025-02-05 09:27:45,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22340358882,刚开始使用，从iqoo11转过来的，目前来看体验顺畅，未来会继续体验的。,2025-02-04 02:15:28,0,0,5,2025-02-04 23:44:49,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22339806638,快递服务好，手机系统流畅，拍照效果还不错,2025-02-03 23:04:23,0,0,5,2025-02-04 19:38:30,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22339297767,此用户未填写评价内容,2025-02-03 17:32:11,0,0,5,2025-02-04 16:13:15,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22338934394,挺好的，价格适中，质量看着不错很满意👍，做工很好，物流快，客服很棒，点赞发货速度很快，卖家服务也好，目前很满意商品物超所值，质量没毛病。物流迅速，商家服务热情，售后服务周到。购物体验超级棒！商品物美价廉，质量绝佳。物流高效，商家服务耐心，售后无忧。发货速度很快，卖家服务也好，目前很满意,2025-02-03 19:54:40,0,0,5,2025-02-04 13:30:20,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
