userId,content,boughtTime,voteCount,replyCount,starStep,creationTime,referenceName
21873209230,不光屏幕差，拍照还有炫光，质量太差了,2024-10-14 22:54:53,1,1,1,2024-12-01 14:34:27,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22457401441,降价太狠了，以后不碰vivo了,2025-02-14 10:07:22,0,2,1,2025-02-27 22:50:56,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22357784037,指纹识别不了，而且也不放指纹，摸几下都是指纹,2025-02-07 12:40:21,0,1,1,2025-02-09 15:58:35,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21631048953,瞎眼屏就算了 炫光真是逆天,2024-10-20 21:47:45,72,5,1,2024-10-24 21:53:38,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22373022837,晃手机镜头会响，返回键不好使,2024-12-21 18:14:45,1,6,1,2025-02-13 08:29:12,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21592404264,发布会结束后就预订了，结果没想到顶配还混用屏幕，和我之前的iqoo11对比了一下，明显屏幕泛黄。,2024-10-14 21:01:23,27,7,1,2024-10-20 10:40:41,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22014900940,无法屏幕指纹识别，两边各有一条明显的竖痕,2024-10-31 19:29:55,5,1,1,2024-12-27 12:30:48,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22138862575,将近七千的手机连个耳机都没有，我看评论区都有,2025-01-07 06:28:10,5,5,1,2025-01-09 08:42:13,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
22320054799,摄像模组太大了手拿着硌得慌 价格太高不值当,2025-01-22 18:06:59,0,1,1,2025-01-25 19:49:40,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21602534657,哎，首发还来个维信诺屏幕。,2024-10-15 15:33:28,73,16,1,2024-10-21 18:28:06,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21625687807,拍照炫光问题，让客户来承担硬件问题，觉得合理？,2024-10-14 21:05:56,62,10,1,2024-10-24 10:50:40,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21628479511,屏幕不改好一点的永远是辣鸡,2024-10-20 21:31:59,49,6,1,2024-10-24 17:03:48,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21645605146,"顶着炫光 屏幕混卖 这种问题还是买了200por 
到手后绷不住了 这是系统问题 还是误触的问题
还是屏幕有问题 本人是不懂了 大家看吧 买不买
反正我是要退了",2024-10-24 20:40:35,11,2,1,2024-10-27 01:14:53,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
21588340454,维信诺瞎眼屏，看半小时眼睛就快瞎了，看半小时眼睛疼，花5000多弄瞎自己眼睛吗,2024-10-14 21:15:20,54,13,1,2024-10-19 17:59:45,vivo X200 Pro 12GB+256GB 钛色 国家补贴 蔡司2亿APO超级长焦 蓝晶×天玑9400 6000mAh蓝海电池手机
